,JSON,DATE,CITY,COUNTRY,LAT,LNG,MAX_TEMP,HUMIDITY,CLOUDINESS,WIND_SPEED
12,"{'coord': {'lon': -114.0611, 'lat': 27.9769}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 70.7, 'feels_like': 71.1, 'temp_min': 70.7, 'temp_max': 70.7, 'pressure': 1013, 'humidity': 77, 'sea_level': 1013, 'grnd_level': 1013}, 'visibility': 10000, 'wind': {'speed': 13.85, 'deg': 328, 'gust': 17.27}, 'clouds': {'all': 5}, 'dt': 1659236317, 'sys': {'country': 'MX', 'sunrise': 1659185863, 'sunset': 1659234446}, 'timezone': -21600, 'id': 4021858, 'name': 'Guerrero Negro', 'cod': 200}",2022-07-31 02:58:37,Guerrero Negro,MX,27.9769,-114.0611,70.7,77.0,5.0,13.85
13,"{'coord': {'lon': -152.4072, 'lat': 57.79}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 55.49, 'feels_like': 55.06, 'temp_min': 55.49, 'temp_max': 55.49, 'pressure': 1014, 'humidity': 92, 'sea_level': 1014, 'grnd_level': 1007}, 'visibility': 10000, 'wind': {'speed': 8.08, 'deg': 308, 'gust': 10.22}, 'clouds': {'all': 99}, 'dt': 1659236319, 'sys': {'country': 'US', 'sunrise': 1659189629, 'sunset': 1659249086}, 'timezone': -28800, 'id': 5866583, 'name': 'Saint Paul Harbor', 'cod': 200}",2022-07-31 02:58:39,Saint Paul Harbor,US,57.79,-152.4072,55.49,92.0,99.0,8.08
14,"{'coord': {'lon': 166.1, 'lat': 60.4667}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 53.31, 'feels_like': 52.02, 'temp_min': 53.31, 'temp_max': 53.31, 'pressure': 1018, 'humidity': 78, 'sea_level': 1018, 'grnd_level': 994}, 'visibility': 10000, 'wind': {'speed': 8.52, 'deg': 133, 'gust': 11.72}, 'rain': {'1h': 0.15}, 'clouds': {'all': 99}, 'dt': 1659236321, 'sys': {'country': 'RU', 'sunrise': 1659198557, 'sunset': 1659260074}, 'timezone': 43200, 'id': 2120591, 'name': 'Tilichiki', 'cod': 200}",2022-07-31 02:58:41,Tilichiki,RU,60.4667,166.1,53.31,78.0,99.0,8.52
15,"{'coord': {'lon': 32.0816, 'lat': -10.5414}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 53.73, 'feels_like': 52, 'temp_min': 53.73, 'temp_max': 53.73, 'pressure': 1018, 'humidity': 68, 'sea_level': 1018, 'grnd_level': 875}, 'visibility': 10000, 'wind': {'speed': 3.98, 'deg': 141, 'gust': 8.37}, 'clouds': {'all': 0}, 'dt': 1659236323, 'sys': {'country': 'ZM', 'sunrise': 1659240512, 'sunset': 1659282446}, 'timezone': 7200, 'id': 918905, 'name': 'Chinsali', 'cod': 200}",2022-07-31 02:58:43,Chinsali,ZM,-10.5414,32.0816,53.73,68.0,0.0,3.98
16,"{'coord': {'lon': 6.765, 'lat': 14.5106}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 75.42, 'feels_like': 75.99, 'temp_min': 75.42, 'temp_max': 75.42, 'pressure': 1011, 'humidity': 71, 'sea_level': 1011, 'grnd_level': 964}, 'visibility': 10000, 'wind': {'speed': 11.83, 'deg': 190, 'gust': 18.41}, 'rain': {'1h': 0.43}, 'clouds': {'all': 99}, 'dt': 1659236325, 'sys': {'country': 'NE', 'sunrise': 1659244560, 'sunset': 1659290550}, 'timezone': 3600, 'id': 2446267, 'name': 'Dakoro', 'cod': 200}",2022-07-31 02:58:45,Dakoro,NE,14.5106,6.765,75.42,71.0,99.0,11.83
18,"{'coord': {'lon': -70.9167, 'lat': -53.15}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 41.11, 'feels_like': 33.62, 'temp_min': 41.11, 'temp_max': 41.11, 'pressure': 1001, 'humidity': 70}, 'visibility': 10000, 'wind': {'speed': 13.8, 'deg': 260}, 'clouds': {'all': 0}, 'dt': 1659236139, 'sys': {'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1659184165, 'sunset': 1659215435}, 'timezone': -10800, 'id': 3874787, 'name': 'Punta Arenas', 'cod': 200}",2022-07-31 02:55:39,Punta Arenas,CL,-53.15,-70.9167,41.11,70.0,0.0,13.8
19,"{'coord': {'lon': -90.3518, 'lat': -0.7393}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 71.55, 'feels_like': 72.45, 'temp_min': 71.55, 'temp_max': 71.55, 'pressure': 1013, 'humidity': 86}, 'visibility': 10000, 'wind': {'speed': 1.99, 'deg': 186, 'gust': 8.01}, 'clouds': {'all': 48}, 'dt': 1659236330, 'sys': {'type': 2, 'id': 2005652, 'country': 'EC', 'sunrise': 1659182714, 'sunset': 1659226215}, 'timezone': -21600, 'id': 3652764, 'name': 'Puerto Ayora', 'cod': 200}",2022-07-31 02:58:50,Puerto Ayora,EC,-0.7393,-90.3518,71.55,86.0,48.0,1.99
20,"{'coord': {'lon': 136.6319, 'lat': 50.7214}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 74.35, 'feels_like': 74.41, 'temp_min': 74.35, 'temp_max': 74.35, 'pressure': 1009, 'humidity': 62, 'sea_level': 1009, 'grnd_level': 977}, 'visibility': 10000, 'wind': {'speed': 5.3, 'deg': 31, 'gust': 6.15}, 'clouds': {'all': 52}, 'dt': 1659236332, 'sys': {'country': 'RU', 'sunrise': 1659208673, 'sunset': 1659264103}, 'timezone': 36000, 'id': 2016307, 'name': 'Solnechnyy', 'cod': 200}",2022-07-31 02:58:52,Solnechnyy,RU,50.7214,136.6319,74.35,62.0,52.0,5.3
21,"{'coord': {'lon': 82.4667, 'lat': 65.7}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 53.74, 'feels_like': 51.64, 'temp_min': 53.74, 'temp_max': 53.74, 'pressure': 1015, 'humidity': 60, 'sea_level': 1015, 'grnd_level': 1014}, 'visibility': 10000, 'wind': {'speed': 22.53, 'deg': 5, 'gust': 27.09}, 'clouds': {'all': 0}, 'dt': 1659236334, 'sys': {'country': 'RU', 'sunrise': 1659215680, 'sunset': 1659283095}, 'timezone': 18000, 'id': 1502073, 'name': ""Krasnosel'kup"", 'cod': 200}",2022-07-31 02:58:54,Krasnosel'kup,RU,65.7,82.4667,53.74,60.0,0.0,22.53
23,"{'coord': {'lon': -37.6368, 'lat': 65.6145}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 35.06, 'feels_like': 29.53, 'temp_min': 35.06, 'temp_max': 35.06, 'pressure': 1009, 'humidity': 61, 'sea_level': 1009, 'grnd_level': 1004}, 'visibility': 10000, 'wind': {'speed': 6.49, 'deg': 316, 'gust': 7.65}, 'clouds': {'all': 31}, 'dt': 1659236337, 'sys': {'country': 'GL', 'sunrise': 1659244644, 'sunset': 1659311778}, 'timezone': -7200, 'id': 3424607, 'name': 'Tasiilaq', 'cod': 200}",2022-07-31 02:58:57,Tasiilaq,GL,65.6145,-37.6368,35.06,61.0,31.0,6.49
24,"{'coord': {'lon': -35.2094, 'lat': -5.795}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.02, 'feels_like': 79.02, 'temp_min': 74.05, 'temp_max': 79.02, 'pressure': 1017, 'humidity': 89}, 'visibility': 10000, 'wind': {'speed': 11.5, 'deg': 140}, 'clouds': {'all': 75}, 'dt': 1659236039, 'sys': {'type': 1, 'id': 8417, 'country': 'BR', 'sunrise': 1659169886, 'sunset': 1659212575}, 'timezone': -10800, 'id': 3394023, 'name': 'Natal', 'cod': 200}",2022-07-31 02:53:59,Natal,BR,-5.795,-35.2094,79.02,89.0,75.0,11.5
25,"{'coord': {'lon': 20.9528, 'lat': 64.7507}, 'weather': [{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 46.76, 'feels_like': 43.95, 'temp_min': 46.76, 'temp_max': 46.76, 'pressure': 1013, 'humidity': 100}, 'visibility': 150, 'wind': {'speed': 5.75, 'deg': 270}, 'clouds': {'all': 95}, 'dt': 1659236341, 'sys': {'type': 1, 'id': 1769, 'country': 'SE', 'sunrise': 1659231161, 'sunset': 1659297139}, 'timezone': 7200, 'id': 602913, 'name': 'Skellefteå', 'cod': 200}",2022-07-31 02:59:01,Skellefteå,SE,64.7507,20.9528,46.76,100.0,95.0,5.75
26,"{'coord': {'lon': 23.0412, 'lat': 69.0125}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 45.77, 'feels_like': 44.13, 'temp_min': 45.77, 'temp_max': 45.77, 'pressure': 1015, 'humidity': 81, 'sea_level': 1015, 'grnd_level': 976}, 'visibility': 10000, 'wind': {'speed': 3.83, 'deg': 35, 'gust': 5.39}, 'clouds': {'all': 96}, 'dt': 1659236342, 'sys': {'country': 'NO', 'sunrise': 1659226509, 'sunset': 1659300788}, 'timezone': 7200, 'id': 779330, 'name': 'Kautokeino', 'cod': 200}",2022-07-31 02:59:02,Kautokeino,NO,69.0125,23.0412,45.77,81.0,96.0,3.83
27,"{'coord': {'lon': -77.05, 'lat': -12.1167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 59.02, 'feels_like': 58.62, 'temp_min': 58.59, 'temp_max': 59.02, 'pressure': 1015, 'humidity': 85}, 'visibility': 10000, 'wind': {'speed': 13.8, 'deg': 170}, 'clouds': {'all': 100}, 'dt': 1659236344, 'sys': {'type': 2, 'id': 2037860, 'country': 'PE', 'sunrise': 1659180444, 'sunset': 1659222101}, 'timezone': -18000, 'id': 3929631, 'name': 'San Isidro', 'cod': 200}",2022-07-31 02:59:04,San Isidro,PE,-12.1167,-77.05,59.02,85.0,100.0,13.8
28,"{'coord': {'lon': 57.7, 'lat': -20.4081}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 68.29, 'feels_like': 68.25, 'temp_min': 68.29, 'temp_max': 70.25, 'pressure': 1021, 'humidity': 73}, 'visibility': 10000, 'wind': {'speed': 17.27, 'deg': 80}, 'clouds': {'all': 40}, 'dt': 1659236346, 'sys': {'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1659235204, 'sunset': 1659275458}, 'timezone': 14400, 'id': 934322, 'name': 'Mahébourg', 'cod': 200}",2022-07-31 02:59:06,Mahébourg,MU,-20.4081,57.7,68.29,73.0,40.0,17.27
29,"{'coord': {'lon': 172.7902, 'lat': 3.0707}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 82.06, 'feels_like': 86.54, 'temp_min': 82.06, 'temp_max': 82.06, 'pressure': 1008, 'humidity': 70, 'sea_level': 1008, 'grnd_level': 1008}, 'visibility': 10000, 'wind': {'speed': 16.4, 'deg': 125, 'gust': 17.74}, 'clouds': {'all': 95}, 'dt': 1659236348, 'sys': {'country': 'KI', 'sunrise': 1659205654, 'sunset': 1659249766}, 'timezone': 43200, 'id': 2110227, 'name': 'Butaritari', 'cod': 200}",2022-07-31 02:59:08,Butaritari,KI,3.0707,172.7902,82.06,70.0,95.0,16.4
31,"{'coord': {'lon': 150.5, 'lat': -24.4167}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 67.64, 'feels_like': 66.6, 'temp_min': 67.64, 'temp_max': 67.64, 'pressure': 1020, 'humidity': 53, 'sea_level': 1020, 'grnd_level': 1000}, 'visibility': 10000, 'wind': {'speed': 18.14, 'deg': 64, 'gust': 20.87}, 'clouds': {'all': 93}, 'dt': 1659236352, 'sys': {'country': 'AU', 'sunrise': 1659213309, 'sunset': 1659252810}, 'timezone': 36000, 'id': 2175819, 'name': 'Biloela', 'cod': 200}",2022-07-31 02:59:12,Biloela,AU,-24.4167,150.5,67.64,53.0,93.0,18.14
32,"{'coord': {'lon': 113.6333, 'lat': -24.8667}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 67.87, 'feels_like': 66.2, 'temp_min': 67.87, 'temp_max': 67.87, 'pressure': 1016, 'humidity': 39, 'sea_level': 1016, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 14.5, 'deg': 93, 'gust': 15.66}, 'clouds': {'all': 5}, 'dt': 1659236353, 'sys': {'country': 'AU', 'sunrise': 1659222197, 'sunset': 1659261618}, 'timezone': 28800, 'id': 2074865, 'name': 'Carnarvon', 'cod': 200}",2022-07-31 02:59:13,Carnarvon,AU,-24.8667,113.6333,67.87,39.0,5.0,14.5
33,"{'coord': {'lon': 161.3, 'lat': 68.75}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 68.07, 'feels_like': 66.27, 'temp_min': 68.07, 'temp_max': 68.07, 'pressure': 1009, 'humidity': 36, 'sea_level': 1009, 'grnd_level': 1009}, 'visibility': 10000, 'wind': {'speed': 14.63, 'deg': 186, 'gust': 15.93}, 'clouds': {'all': 27}, 'dt': 1659236355, 'sys': {'country': 'RU', 'sunrise': 1659193564, 'sunset': 1659267371}, 'timezone': 39600, 'id': 2126199, 'name': 'Cherskiy', 'cod': 200}",2022-07-31 02:59:15,Cherskiy,RU,68.75,161.3,68.07,36.0,27.0,14.63
35,"{'coord': {'lon': 114.0833, 'lat': 71.9167}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 52.66, 'feels_like': 52.05, 'temp_min': 52.66, 'temp_max': 52.66, 'pressure': 1002, 'humidity': 94, 'sea_level': 1002, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 9.69, 'deg': 40, 'gust': 13.78}, 'rain': {'1h': 0.77}, 'clouds': {'all': 100}, 'dt': 1659236359, 'sys': {'country': 'RU', 'sunrise': 0, 'sunset': 0}, 'timezone': 32400, 'id': 2017155, 'name': 'Saskylakh', 'cod': 200}",2022-07-31 02:59:19,Saskylakh,RU,71.9167,114.0833,52.66,94.0,100.0,9.69
36,"{'coord': {'lon': 117.0506, 'lat': 30.5092}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 89.73, 'feels_like': 100.74, 'temp_min': 89.73, 'temp_max': 89.73, 'pressure': 1004, 'humidity': 63, 'sea_level': 1004, 'grnd_level': 1002}, 'visibility': 10000, 'wind': {'speed': 1.83, 'deg': 278, 'gust': 2.17}, 'clouds': {'all': 33}, 'dt': 1659236361, 'sys': {'country': 'CN', 'sunrise': 1659216532, 'sunset': 1659265643}, 'timezone': 28800, 'id': 1817993, 'name': 'Anking', 'cod': 200}",2022-07-31 02:59:21,Anking,CN,30.5092,117.0506,89.73,63.0,33.0,1.83
37,"{'coord': {'lon': -57.5575, 'lat': -38.0023}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 51.98, 'feels_like': 51.06, 'temp_min': 48.22, 'temp_max': 53.1, 'pressure': 1019, 'humidity': 89}, 'visibility': 10000, 'wind': {'speed': 10, 'deg': 52, 'gust': 13}, 'clouds': {'all': 0}, 'dt': 1659236363, 'sys': {'type': 2, 'id': 268283, 'country': 'AR', 'sunrise': 1659178352, 'sunset': 1659214836}, 'timezone': -10800, 'id': 3430863, 'name': 'Mar del Plata', 'cod': 200}",2022-07-31 02:59:23,Mar del Plata,AR,-38.0023,-57.5575,51.98,89.0,0.0,10.0
38,"{'coord': {'lon': -82.4331, 'lat': 49.4169}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 68, 'feels_like': 68.13, 'temp_min': 68, 'temp_max': 68.09, 'pressure': 1014, 'humidity': 77}, 'visibility': 10000, 'wind': {'speed': 8.05, 'deg': 210}, 'clouds': {'all': 20}, 'dt': 1659236364, 'sys': {'type': 1, 'id': 660, 'country': 'CA', 'sunrise': 1659175104, 'sunset': 1659230024}, 'timezone': -14400, 'id': 5989403, 'name': 'Kapuskasing', 'cod': 200}",2022-07-31 02:59:24,Kapuskasing,CA,49.4169,-82.4331,68.0,77.0,20.0,8.05
39,"{'coord': {'lon': 10.7002, 'lat': 46.6166}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 55.36, 'feels_like': 54.45, 'temp_min': 52.7, 'temp_max': 55.36, 'pressure': 1023, 'humidity': 82, 'sea_level': 1023, 'grnd_level': 924}, 'visibility': 10000, 'wind': {'speed': 5.99, 'deg': 321, 'gust': 6.35}, 'clouds': {'all': 15}, 'dt': 1659236366, 'sys': {'type': 2, 'id': 2002891, 'country': 'IT', 'sunrise': 1659239771, 'sunset': 1659293450}, 'timezone': 7200, 'id': 3175096, 'name': 'Laas', 'cod': 200}",2022-07-31 02:59:26,Laas,IT,46.6166,10.7002,55.36,82.0,15.0,5.99
40,"{'coord': {'lon': 160.7034, 'lat': -8.7676}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 87.3, 'feels_like': 91.67, 'temp_min': 87.3, 'temp_max': 87.3, 'pressure': 1008, 'humidity': 55, 'sea_level': 1008, 'grnd_level': 1001}, 'visibility': 10000, 'wind': {'speed': 3.78, 'deg': 147, 'gust': 8.14}, 'clouds': {'all': 38}, 'dt': 1659236368, 'sys': {'country': 'SB', 'sunrise': 1659209503, 'sunset': 1659251718}, 'timezone': 39600, 'id': 2109701, 'name': 'Auki', 'cod': 200}",2022-07-31 02:59:28,Auki,SB,-8.7676,160.7034,87.3,55.0,38.0,3.78
41,"{'coord': {'lon': -134.9692, 'lat': -23.1203}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 72.93, 'feels_like': 73.45, 'temp_min': 72.93, 'temp_max': 72.93, 'pressure': 1019, 'humidity': 75, 'sea_level': 1019, 'grnd_level': 1016}, 'visibility': 10000, 'wind': {'speed': 15.93, 'deg': 122, 'gust': 16.33}, 'rain': {'1h': 0.11}, 'clouds': {'all': 9}, 'dt': 1659236370, 'sys': {'country': 'PF', 'sunrise': 1659195305, 'sunset': 1659235040}, 'timezone': -32400, 'id': 4030556, 'name': 'Rikitea', 'cod': 200}",2022-07-31 02:59:30,Rikitea,PF,-23.1203,-134.9692,72.93,75.0,9.0,15.93
42,"{'coord': {'lon': -68.3, 'lat': -54.8}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 42.46, 'feels_like': 33.06, 'temp_min': 42.46, 'temp_max': 42.46, 'pressure': 992, 'humidity': 70}, 'visibility': 10000, 'wind': {'speed': 23.02, 'deg': 240}, 'clouds': {'all': 40}, 'dt': 1659236372, 'sys': {'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1659183947, 'sunset': 1659214397}, 'timezone': -10800, 'id': 3833367, 'name': 'Ushuaia', 'cod': 200}",2022-07-31 02:59:32,Ushuaia,AR,-54.8,-68.3,42.46,70.0,40.0,23.02
